pr_number,title,state,created_at,merged_at,closed_at,author,issue_number
9398,build(deps-dev): Bump the vitest group with 2 updates,closed,2026-01-26T06:13:30Z,2026-01-26T08:53:07Z,2026-01-26T08:53:07Z,dependabot[bot],
9397,build(deps-dev): Bump the stylelint group with 2 updates,closed,2026-01-26T06:12:55Z,2026-01-26T07:52:51Z,2026-01-26T07:52:51Z,dependabot[bot],
9396,build(deps-dev): Bump the eslint group with 2 updates,closed,2026-01-26T06:12:19Z,2026-01-26T08:53:35Z,2026-01-26T08:53:35Z,dependabot[bot],
9395,build(deps): Bump the playwright group with 3 updates,closed,2026-01-26T06:11:31Z,2026-02-05T07:28:57Z,2026-02-05T07:28:57Z,dependabot[bot],
9394,build(deps): Bump the storybook group with 6 updates,closed,2026-01-26T06:10:23Z,2026-01-26T07:55:08Z,2026-01-26T07:55:08Z,dependabot[bot],
9393,feat(Carousel): add component Carousel with scroll-snaps support,closed,2026-01-23T17:20:26Z,,2026-02-09T08:28:44Z,EldarMuhamethanov,
9392,fix(useAdaptivityWithJSMediaQueries): replace console.error with warnOnce for SSR warnings,closed,2026-01-23T14:41:18Z,2026-02-02T16:42:53Z,2026-02-02T16:42:53Z,pajecawav-vk,
9391,ci: use ubuntu-slim,closed,2026-01-22T17:34:11Z,2026-02-04T07:38:27Z,2026-02-04T07:38:27Z,SevereCloud,
9390,patch(v7): Tooltip use ceil for width,closed,2026-01-22T16:38:12Z,2026-01-22T17:12:01Z,2026-01-22T17:12:01Z,SevereCloud,
9389,fix(Tooltip): use ceil for width,closed,2026-01-22T16:34:59Z,2026-01-22T17:02:36Z,2026-01-22T17:02:36Z,SevereCloud,
9388,feat(Box): add system paddings,closed,2026-01-22T10:21:37Z,2026-02-12T09:53:15Z,2026-02-12T09:53:15Z,EldarMuhamethanov,9254
9387,build(deps): Bump lodash from 4.17.21 to 4.17.23,closed,2026-01-21T23:32:15Z,2026-01-22T13:43:18Z,2026-01-22T13:43:18Z,dependabot[bot],
9386,build(deps): Bump tar from 7.5.3 to 7.5.6,closed,2026-01-21T21:21:33Z,2026-01-22T13:44:48Z,2026-01-22T13:44:48Z,dependabot[bot],
9385,build(deps): Bump tar from 7.5.3 to 7.5.6 in /examples/vkui-vite-ts,closed,2026-01-21T21:18:27Z,2026-01-22T13:44:55Z,2026-01-22T13:44:55Z,dependabot[bot],
9383,fix(CalendarHeader): fix breakpoint for adaptivity,closed,2026-01-21T14:37:37Z,2026-01-21T15:35:53Z,2026-01-21T15:35:53Z,inomdzhon,
9382,docs(FixedLayout): fix typo,closed,2026-01-21T14:33:47Z,2026-01-21T14:41:55Z,2026-01-21T14:41:55Z,inomdzhon,
9379,feat(Button): add elevation,closed,2026-01-21T09:32:11Z,2026-01-28T13:34:35Z,2026-01-28T13:34:35Z,SevereCloud,
9378,docs: fix blinking on the index page,closed,2026-01-21T09:00:15Z,2026-01-21T14:43:11Z,2026-01-21T14:43:11Z,SevereCloud,
9377,feat(browserslistrc): bump browsers versions (2),closed,2026-01-19T15:58:13Z,2026-01-20T10:27:27Z,2026-01-20T10:27:27Z,inomdzhon,9250
9376,build(examples): update glob to 10.5.0,closed,2026-01-19T15:38:06Z,2026-01-20T08:27:28Z,2026-01-20T08:27:28Z,SevereCloud,
9375,build: update yarn.lock,closed,2026-01-19T08:31:37Z,2026-01-19T15:14:12Z,2026-01-19T15:14:12Z,SevereCloud,
9374,feat(HorizontalScroll): add slotProps to customize arrows and improve positioning of arrows,closed,2026-01-19T08:02:24Z,2026-04-06T14:13:19Z,2026-04-06T14:13:19Z,EldarMuhamethanov,8995
9373,build(deps-dev): Bump @types/node from 25.0.3 to 25.0.9,closed,2026-01-19T06:32:02Z,2026-01-19T07:12:39Z,2026-01-19T07:12:39Z,dependabot[bot],
9372,build(deps): Bump html-webpack-plugin from 5.6.5 to 5.6.6,closed,2026-01-19T06:31:43Z,2026-01-19T07:12:32Z,2026-01-19T07:12:32Z,dependabot[bot],
9371,build(deps): Bump mini-css-extract-plugin from 2.9.4 to 2.10.0,closed,2026-01-19T06:31:28Z,2026-01-19T07:37:08Z,2026-01-19T07:37:08Z,dependabot[bot],
9370,build(deps): Bump @vkontakte/vkui-tokens from 4.71.0 to 4.72.0,closed,2026-01-19T06:31:08Z,2026-01-19T07:12:55Z,2026-01-19T07:12:55Z,dependabot[bot],
9369,build(deps-dev): Bump the rspack group with 2 updates,closed,2026-01-19T06:30:37Z,2026-01-19T07:13:33Z,2026-01-19T07:13:33Z,dependabot[bot],
9368,build(deps-dev): Bump @swc/cli from 0.7.9 to 0.7.10 in the swc group,closed,2026-01-19T06:29:57Z,2026-01-19T07:11:28Z,2026-01-19T07:11:28Z,dependabot[bot],
9367,build(deps-dev): Bump the vitest group with 2 updates,closed,2026-01-19T06:29:30Z,2026-01-19T07:13:46Z,2026-01-19T07:13:46Z,dependabot[bot],
9366,build(deps-dev): Bump the stylelint group with 2 updates,closed,2026-01-19T06:28:53Z,2026-01-19T08:02:58Z,2026-01-19T08:02:59Z,dependabot[bot],9
9365,build(deps-dev): Bump eslint-plugin-jsdoc from 62.0.0 to 62.1.0 in the eslint group,closed,2026-01-19T06:28:13Z,2026-01-19T07:13:58Z,2026-01-19T07:13:58Z,dependabot[bot],
9364,build(deps): Bump swc-loader from 0.2.6 to 0.2.7 in the webpack group,closed,2026-01-19T06:27:32Z,2026-01-19T07:14:08Z,2026-01-19T07:14:08Z,dependabot[bot],
9363,build(deps-dev): Bump the postcss group with 4 updates,closed,2026-01-19T06:27:11Z,2026-01-19T07:14:16Z,2026-01-19T07:14:16Z,dependabot[bot],
9362,Node.js version update,closed,2026-01-19T05:10:53Z,2026-01-19T07:08:53Z,2026-01-19T07:08:53Z,vkcom-publisher,
9361,build(deps): Bump tar from 7.4.3 to 7.5.3,closed,2026-01-17T14:08:11Z,2026-01-19T07:14:26Z,2026-01-19T07:14:26Z,dependabot[bot],
9360,build(deps): Bump tar from 7.4.3 to 7.5.3 in /examples/vkui-vite-ts,closed,2026-01-17T14:06:38Z,2026-01-19T07:14:36Z,2026-01-19T07:14:36Z,dependabot[bot],
9359,feat: add CustomScrollView.Tint,open,2026-01-16T11:30:08Z,,,SevereCloud,
9355,fix: use camelCase for css modules names,closed,2026-01-13T10:02:53Z,2026-01-13T14:24:40Z,2026-01-13T14:24:40Z,SevereCloud,
9354,docs: add keyboard navigation in search mode in sidebar,closed,2026-01-12T11:01:06Z,2026-01-13T09:16:38Z,2026-01-13T09:16:38Z,EldarMuhamethanov,
9353,build: express update,closed,2026-01-12T09:39:28Z,2026-01-13T12:40:01Z,2026-01-13T12:40:01Z,SevereCloud,
9352,patch: 9341,closed,2026-01-12T08:54:12Z,2026-01-12T09:32:39Z,2026-01-12T09:32:39Z,SevereCloud,
9351,build(deps): Bump the swc group across 1 directory with 2 updates,closed,2026-01-12T08:43:31Z,2026-01-12T08:56:48Z,2026-01-12T08:56:48Z,dependabot[bot],
9350,build(deps-dev): Bump zustand from 5.0.9 to 5.0.10,closed,2026-01-12T06:24:48Z,2026-01-12T07:37:09Z,2026-01-12T07:37:09Z,dependabot[bot],
9349,build(deps-dev): Bump @types/node from 25.0.3 to 25.0.6,closed,2026-01-12T06:24:30Z,2026-01-12T07:37:13Z,2026-01-12T07:37:13Z,dependabot[bot],
9348,build(deps-dev): Bump canvas from 3.2.0 to 3.2.1,closed,2026-01-12T06:24:07Z,2026-01-12T07:37:18Z,2026-01-12T07:37:18Z,dependabot[bot],
9347,build(deps-dev): Bump @shikijs/transformers from 3.20.0 to 3.21.0,closed,2026-01-12T06:23:49Z,2026-01-12T07:37:21Z,2026-01-12T07:37:21Z,dependabot[bot],
9346,build(deps-dev): Bump eslint-plugin-jsdoc from 61.5.0 to 62.0.0 in the eslint group,closed,2026-01-12T06:23:11Z,2026-01-12T07:37:25Z,2026-01-12T07:37:25Z,dependabot[bot],
9345,build(deps-dev): Bump @biomejs/biome from 2.3.10 to 2.3.11,closed,2026-01-05T05:08:09Z,2026-01-12T07:41:09Z,2026-01-12T07:41:09Z,dependabot[bot],
9344,build(deps-dev): Bump the rspack group with 2 updates,closed,2026-01-05T05:07:27Z,2026-01-12T08:39:26Z,2026-01-12T08:39:26Z,dependabot[bot],
9343,build(deps-dev): Bump @vitest/eslint-plugin from 1.6.4 to 1.6.5 in the vitest group,closed,2026-01-05T05:06:40Z,2026-01-12T08:39:45Z,2026-01-12T08:39:45Z,dependabot[bot],
9342,build(deps): Bump the storybook group with 7 updates,closed,2026-01-05T05:05:27Z,2026-01-12T07:37:31Z,2026-01-12T07:37:31Z,dependabot[bot],
9341,fix(HorizontalScroll): arrow pointer-events none,closed,2025-12-30T14:39:34Z,2026-01-12T08:50:49Z,2026-01-12T08:50:49Z,SevereCloud,
9340,fix: cache Intl,closed,2025-12-30T14:01:38Z,2026-01-15T10:16:14Z,2026-01-15T10:16:14Z,SevereCloud,
9339,build(deps-dev): Bump @types/node from 24.10.1 to 25.0.3,closed,2025-12-29T05:05:47Z,2025-12-30T07:11:52Z,2025-12-30T07:11:53Z,dependabot[bot],
9338,build(deps-dev): Bump jsdom from 27.3.0 to 27.4.0,closed,2025-12-29T05:05:22Z,2025-12-30T07:12:22Z,2025-12-30T07:12:22Z,dependabot[bot],
9337,build(deps-dev): Bump @vitest/eslint-plugin from 1.5.4 to 1.6.4 in the vitest group,closed,2025-12-29T05:04:47Z,2025-12-30T07:11:40Z,2025-12-30T07:11:41Z,dependabot[bot],
9336,build(deps): Bump the swc group across 1 directory with 5 updates,closed,2025-12-29T05:04:44Z,,2026-01-12T08:43:20Z,dependabot[bot],
9335,build(deps-dev): Bump stylelint-order from 7.0.0 to 7.0.1 in the stylelint group,closed,2025-12-29T05:04:27Z,2025-12-30T07:11:25Z,2025-12-30T07:11:25Z,dependabot[bot],
9334,feat(adaptivity): move to density adaptivity prop,closed,2025-12-26T19:21:05Z,2025-12-29T15:01:00Z,2025-12-29T15:01:00Z,inomdzhon,9015
9333,feat(docs): add v8 migration guide,closed,2025-12-25T10:18:55Z,2025-12-30T13:17:31Z,2025-12-30T13:17:31Z,EldarMuhamethanov,9187
9332,fix(docs): fix url to v7 migration guide,closed,2025-12-25T08:14:19Z,2025-12-25T10:16:36Z,2025-12-25T10:16:36Z,EldarMuhamethanov,
9331,fix(FormField): fix mouse events handling,closed,2025-12-24T15:59:27Z,2025-12-25T08:00:55Z,2025-12-25T08:00:55Z,EldarMuhamethanov,
9330,feat(FocusTrap): refactor using focus guards,closed,2025-12-23T15:45:17Z,2025-12-30T13:07:49Z,2025-12-30T13:07:49Z,EldarMuhamethanov,5093
9329,"feat(useModalManager, useSnackbarManager): refactor open modals and snackbard",closed,2025-12-23T14:12:59Z,2025-12-23T15:37:09Z,2025-12-23T15:37:09Z,EldarMuhamethanov,
9327,build(deps-dev): Bump @biomejs/biome from 2.3.8 to 2.3.10,closed,2025-12-22T05:09:29Z,2025-12-22T06:05:20Z,2025-12-22T06:05:20Z,dependabot[bot],
9326,build(deps-dev): Bump @types/node from 24.10.1 to 25.0.3,closed,2025-12-22T05:09:07Z,2025-12-22T06:05:23Z,2025-12-22T06:05:23Z,dependabot[bot],
9325,build(deps): Bump uuid from 11.1.0 to 13.0.0,closed,2025-12-22T05:08:43Z,2025-12-22T06:05:26Z,2025-12-22T06:05:26Z,dependabot[bot],
9324,build(deps): Bump serve-static from 2.2.0 to 2.2.1,closed,2025-12-22T05:08:22Z,2025-12-22T06:05:29Z,2025-12-22T06:05:29Z,dependabot[bot],
9323,build(deps-dev): Bump the rspack group with 2 updates,closed,2025-12-22T05:08:07Z,2025-12-22T06:05:32Z,2025-12-22T06:05:32Z,dependabot[bot],
9322,build(deps-dev): Bump @testing-library/react from 16.3.0 to 16.3.1 in the testing-library group,closed,2025-12-22T05:07:24Z,2025-12-22T06:06:31Z,2025-12-22T06:06:32Z,dependabot[bot],
9321,build(deps-dev): Bump the vitest group with 3 updates,closed,2025-12-22T05:07:07Z,2025-12-22T06:05:38Z,2025-12-22T06:05:38Z,dependabot[bot],
9320,build(deps-dev): Bump the stylelint group with 2 updates,closed,2025-12-22T05:06:19Z,2025-12-22T06:05:41Z,2025-12-22T06:05:41Z,dependabot[bot],
9319,build(deps): Bump webpack from 5.103.0 to 5.104.1 in the webpack group,closed,2025-12-22T05:05:21Z,2025-12-22T06:05:44Z,2025-12-22T06:05:44Z,dependabot[bot],
9318,build(deps): Bump the storybook group with 5 updates,closed,2025-12-22T05:04:47Z,2025-12-22T06:05:47Z,2025-12-22T06:05:48Z,dependabot[bot],
9317,test(usePatchChildren): fix unstubAllEnvs,closed,2025-12-19T13:36:59Z,2025-12-19T14:27:44Z,2025-12-19T14:27:44Z,SevereCloud,
9316,fix(HorizontalCell): rm max width,closed,2025-12-19T09:11:39Z,2025-12-26T09:58:59Z,2025-12-26T09:58:59Z,SevereCloud,7605
9315,build(deps): Bump storybook from 10.1.8 to 10.1.10,closed,2025-12-18T18:55:30Z,2025-12-19T07:55:04Z,2025-12-19T07:55:04Z,dependabot[bot],
9314,build(deps): Bump storybook from 10.1.8 to 10.1.10 in /tools/storybook-addon-cartesian,closed,2025-12-18T18:54:29Z,,2025-12-19T07:56:14Z,dependabot[bot],
9313,docs: move v8 todos to v9,closed,2025-12-18T10:02:31Z,2025-12-18T13:05:24Z,2025-12-18T13:05:24Z,EldarMuhamethanov,
9312,feat(Button): improve a11y with loading state,closed,2025-12-17T16:27:23Z,2025-12-24T08:39:14Z,2025-12-24T08:39:14Z,EldarMuhamethanov,8750
9311,docs: folder open state,closed,2025-12-17T15:23:27Z,2025-12-18T08:54:20Z,2025-12-18T08:54:20Z,SevereCloud,
9310,tech: remove `__testfixtures__` from biome ignore,closed,2025-12-17T14:28:27Z,2025-12-17T15:09:17Z,2025-12-17T15:09:17Z,EldarMuhamethanov,
9309,test: rm use no memo,closed,2025-12-17T13:37:37Z,2025-12-17T15:09:22Z,2025-12-17T15:09:22Z,SevereCloud,
9308,fix: enable rules-of-hooks,closed,2025-12-16T16:03:41Z,2025-12-16T17:06:53Z,2025-12-16T17:06:53Z,SevereCloud,
9307,"feat(ActionSheet): add slotProps for iosCloseItem and deprecate `mode=""cancel""` and `isCancelItem`",closed,2025-12-16T13:43:44Z,2025-12-18T15:00:33Z,2025-12-18T15:00:33Z,EldarMuhamethanov,8512
9306,feat: es2018,closed,2025-12-16T11:03:14Z,2025-12-16T12:21:00Z,2025-12-16T12:21:00Z,SevereCloud,
9305,fix: renderProps ref,closed,2025-12-16T10:27:01Z,2025-12-16T14:08:30Z,2025-12-16T14:08:30Z,SevereCloud,
9304,feat(RichCell): add props meta and submeta,closed,2025-12-15T19:37:42Z,2025-12-19T08:04:06Z,2025-12-19T08:04:07Z,EldarMuhamethanov,9275
9303,build(deps-dev): Bump jsdom from 27.2.0 to 27.3.0,closed,2025-12-15T05:08:53Z,2025-12-15T10:37:25Z,2025-12-15T10:37:25Z,dependabot[bot],
9302,build(deps): Bump terser-webpack-plugin from 5.3.15 to 5.3.16,closed,2025-12-15T05:08:36Z,2025-12-15T07:50:36Z,2025-12-15T07:50:36Z,dependabot[bot],
9301,build(deps-dev): Bump autoprefixer from 10.4.22 to 10.4.23,closed,2025-12-15T05:08:21Z,2025-12-15T07:49:00Z,2025-12-15T07:49:00Z,dependabot[bot],
9300,build(deps-dev): Bump @types/node from 24.10.1 to 25.0.2,closed,2025-12-15T05:08:02Z,2025-12-15T07:48:30Z,2025-12-15T07:48:30Z,dependabot[bot],
9299,build(deps-dev): Bump @shikijs/transformers from 3.19.0 to 3.20.0,closed,2025-12-15T05:07:37Z,2025-12-15T07:47:25Z,2025-12-15T07:47:25Z,dependabot[bot],
9298,build(deps): Bump css-minimizer-webpack-plugin from 7.0.3 to 7.0.4,closed,2025-12-15T05:07:18Z,2025-12-15T07:46:33Z,2025-12-15T07:46:33Z,dependabot[bot],
9297,build(deps-dev): Bump the rspack group with 2 updates,closed,2025-12-15T05:07:05Z,2025-12-15T07:45:59Z,2025-12-15T07:45:59Z,dependabot[bot],
9296,Node.js version update,closed,2025-12-15T05:06:19Z,2025-12-15T07:44:59Z,2025-12-15T07:44:59Z,vkcom-publisher,
9295,build(deps): Bump the storybook group with 6 updates,closed,2025-12-15T05:05:21Z,2025-12-15T07:44:19Z,2025-12-15T07:44:19Z,dependabot[bot],
9294,build(deps): Bump actions/upload-artifact from 5 to 6,closed,2025-12-15T05:03:42Z,,2026-02-27T05:52:48Z,dependabot[bot],
9293,build(deps): Bump actions/download-artifact from 6 to 7,closed,2025-12-15T05:03:35Z,,2026-02-27T05:52:55Z,dependabot[bot],
9292,chore: VK LLC,closed,2025-12-12T17:03:39Z,2025-12-14T19:45:46Z,2025-12-14T19:45:46Z,SevereCloud,
9291,fix(examples): rm afterInstall,closed,2025-12-12T08:03:33Z,2025-12-12T11:57:18Z,2025-12-12T11:57:18Z,SevereCloud,
9290,build(deps-dev): Bump next from 15.5.7 to 15.5.9,closed,2025-12-12T01:54:18Z,2025-12-12T06:49:53Z,2025-12-12T06:49:54Z,dependabot[bot],
9289,build(deps): Bump next from 15.5.7 to 15.5.9 in /examples/vkui-nextjs-ts,closed,2025-12-12T01:53:04Z,2025-12-12T06:30:46Z,2025-12-12T06:30:46Z,dependabot[bot],
9288,feat(FixedLayout): deprecate component,closed,2025-12-11T19:33:06Z,2025-12-12T13:03:06Z,2025-12-12T13:03:06Z,inomdzhon,2674
9287,feat(browserslistrc): bump browsers versions,closed,2025-12-11T16:01:51Z,2025-12-11T18:14:53Z,2025-12-11T18:14:53Z,inomdzhon,9250
9286,feat(ImageBase/Avatar/Image): add slotProps.img,closed,2025-12-11T15:09:17Z,2025-12-11T18:16:39Z,2025-12-11T18:16:39Z,inomdzhon,9280
9285,feat(ActionSheet): rename onClose to onClosed and add onClose,closed,2025-12-11T13:33:39Z,2025-12-23T15:37:34Z,2025-12-23T15:37:34Z,EldarMuhamethanov,
9284,minor: #9281,closed,2025-12-11T13:04:24Z,2025-12-11T13:56:11Z,2025-12-11T13:56:11Z,SevereCloud,
9283,feat(RichCell): decrease min-height,closed,2025-12-11T11:13:08Z,2025-12-16T12:53:46Z,2025-12-16T12:53:46Z,EldarMuhamethanov,7859
9282,feat(Alert): rename onClose to onClosed and add onClose with reason,closed,2025-12-11T09:00:55Z,2025-12-17T09:54:15Z,2025-12-17T09:54:15Z,EldarMuhamethanov,
9281,feat: add overflowPadding,closed,2025-12-10T11:31:06Z,2025-12-11T13:01:42Z,2025-12-11T13:01:42Z,SevereCloud,
9279,feat(layout): add sticky value to position prop,closed,2025-12-10T09:58:42Z,2025-12-10T10:57:27Z,2025-12-10T10:57:27Z,inomdzhon,9253
9278,feat: remove modal root deprecated types,closed,2025-12-10T08:03:53Z,2025-12-10T08:49:18Z,2025-12-10T08:49:19Z,EldarMuhamethanov,
9277,build(deps): Bump peter-evans/create-pull-request from 7 to 8,closed,2025-12-10T05:04:24Z,2026-04-17T10:33:14Z,2026-04-17T10:33:14Z,dependabot[bot],
9276,test(useFloatingWithInteractions): Cannot access ref value during render,closed,2025-12-09T15:00:29Z,2025-12-10T08:44:34Z,2025-12-10T08:44:34Z,SevereCloud,
9274,fix: rm usePrevious,closed,2025-12-09T12:07:31Z,2025-12-09T13:06:43Z,2025-12-09T13:06:43Z,SevereCloud,
9273,fix(a11y): Scroll rm tabindex,closed,2025-12-09T09:06:01Z,2025-12-11T13:02:24Z,2025-12-11T13:02:24Z,SevereCloud,
9272,refactor(useBooleanState): use array,closed,2025-12-08T21:43:28Z,2025-12-09T15:56:36Z,2025-12-09T15:56:36Z,SevereCloud,
9271,fix: rm useEffectDev,closed,2025-12-08T10:28:56Z,2025-12-08T15:23:17Z,2025-12-08T15:23:17Z,SevereCloud,
9270,build(deps-dev): Bump nextra from 4.6.0 to 4.6.1,closed,2025-12-08T05:09:25Z,2025-12-08T07:47:59Z,2025-12-08T07:47:59Z,dependabot[bot],
9269,build(deps): Bump terser-webpack-plugin from 5.3.14 to 5.3.15,closed,2025-12-08T05:09:05Z,2025-12-08T07:48:03Z,2025-12-08T07:48:03Z,dependabot[bot],
9268,build(deps): Bump css-minimizer-webpack-plugin from 7.0.2 to 7.0.3,closed,2025-12-08T05:08:43Z,2025-12-08T07:48:07Z,2025-12-08T07:48:07Z,dependabot[bot],
9267,build(deps-dev): Bump @shikijs/transformers from 3.17.0 to 3.19.0,closed,2025-12-08T05:08:29Z,2025-12-08T07:48:10Z,2025-12-08T07:48:10Z,dependabot[bot],
9266,build(deps): Bump finalhandler from 2.1.0 to 2.1.1,closed,2025-12-08T05:08:09Z,2025-12-08T07:48:13Z,2025-12-08T07:48:14Z,dependabot[bot],
9265,build(deps-dev): Bump the rspack group with 2 updates,closed,2025-12-08T05:07:53Z,2025-12-08T07:48:17Z,2025-12-08T07:48:17Z,dependabot[bot],
9264,build(deps-dev): Bump the vitest group with 3 updates,closed,2025-12-08T05:07:08Z,2025-12-08T07:48:20Z,2025-12-08T07:48:20Z,dependabot[bot],
9263,build(deps-dev): Bump eslint-plugin-jsdoc from 61.4.1 to 61.5.0 in the eslint group,closed,2025-12-08T05:06:10Z,2025-12-08T07:48:49Z,2025-12-08T07:48:49Z,dependabot[bot],
9262,build(deps): Bump the storybook group with 7 updates,closed,2025-12-08T05:05:14Z,2025-12-08T07:48:26Z,2025-12-08T07:48:27Z,dependabot[bot],
9261,docs: correct the description of the contribution,closed,2025-12-06T12:26:36Z,2025-12-08T07:43:29Z,2025-12-08T07:43:29Z,tungulin,9166
9259,"fix(View): rm ref, use Map",closed,2025-12-05T12:37:37Z,2025-12-08T07:27:20Z,2025-12-08T07:27:21Z,SevereCloud,
9258,fix(ImageBase): rm ref,closed,2025-12-05T08:08:56Z,2025-12-05T11:17:22Z,2025-12-05T11:17:22Z,SevereCloud,
9257,build(deps-dev): Bump next from 15.5.6 to 15.5.7,closed,2025-12-03T19:19:37Z,2025-12-03T19:20:46Z,2025-12-03T19:20:46Z,dependabot[bot],
9256,build(deps): Bump next from 15.5.2 to 15.5.7 in /examples/vkui-nextjs-ts,closed,2025-12-03T19:09:47Z,2025-12-03T19:17:06Z,2025-12-03T19:17:06Z,dependabot[bot],
9255,build(deps-dev): Bump next to 15.5.7,closed,2025-12-03T17:49:07Z,2025-12-04T10:11:17Z,2025-12-04T10:11:17Z,SevereCloud,
9252,feat(PanelHeader): use position sticky,closed,2025-12-02T16:08:56Z,2025-12-08T16:30:39Z,2025-12-08T16:30:39Z,inomdzhon,6588
9249,test(Popover): Cannot reassign variables declared outside of the component,closed,2025-12-02T09:41:42Z,2025-12-02T10:42:03Z,2025-12-02T10:42:03Z,SevereCloud,
9248,fix(RemovableIos): rm ref,closed,2025-12-02T09:35:46Z,2025-12-02T10:43:10Z,2025-12-02T10:43:10Z,SevereCloud,
9247,BREAKING CHANGE(Textarea): compact padding,closed,2025-12-02T08:29:48Z,2025-12-03T11:13:13Z,2025-12-03T11:13:13Z,SevereCloud,8403
9246,BREAKING CHANGE: changing an uncontrolled input to be controlled,closed,2025-12-02T07:52:27Z,2025-12-03T10:22:04Z,2025-12-03T10:22:04Z,SevereCloud,
9245,build(deps): Bump mdast-util-to-hast from 13.2.0 to 13.2.1,closed,2025-12-02T03:59:56Z,2025-12-02T07:22:27Z,2025-12-02T07:22:27Z,dependabot[bot],
9244,fix(Tappable): pointerDelayTimers use ref,closed,2025-12-01T10:05:38Z,2025-12-01T15:04:21Z,2025-12-01T15:04:21Z,SevereCloud,
9243,test(Gallery): fix ref,closed,2025-12-01T07:57:37Z,2025-12-01T11:40:33Z,2025-12-01T11:40:33Z,SevereCloud,
9242,fix(Epic): rm ref,closed,2025-12-01T07:52:23Z,2025-12-02T09:23:31Z,2025-12-02T09:23:31Z,SevereCloud,
9241,build(deps-dev): Bump @shikijs/transformers from 3.15.0 to 3.17.0,closed,2025-12-01T05:34:20Z,2025-12-01T16:55:08Z,2025-12-01T16:55:08Z,dependabot[bot],
9240,build(deps-dev): Bump zustand from 5.0.8 to 5.0.9,closed,2025-12-01T05:34:01Z,2025-12-01T16:55:27Z,2025-12-01T16:55:28Z,dependabot[bot],
9239,build(deps-dev): Bump @biomejs/biome from 2.3.7 to 2.3.8,closed,2025-12-01T05:33:43Z,2025-12-01T16:55:38Z,2025-12-01T16:55:38Z,dependabot[bot],
9238,build(deps-dev): Bump the rspack group with 2 updates,closed,2025-12-01T05:33:21Z,2025-12-01T16:55:49Z,2025-12-01T16:55:49Z,dependabot[bot],
9237,build(deps-dev): Bump the size-limit group with 4 updates,closed,2025-12-01T05:32:43Z,2025-12-01T19:29:45Z,2025-12-01T19:29:45Z,dependabot[bot],
9236,build(deps-dev): Bump the vitest group with 3 updates,closed,2025-12-01T05:31:44Z,2025-12-01T18:33:58Z,2025-12-01T18:33:59Z,dependabot[bot],
9235,build(deps-dev): Bump stylelint from 16.26.0 to 16.26.1 in the stylelint group,closed,2025-12-01T05:30:53Z,2025-12-01T16:58:47Z,2025-12-01T16:58:47Z,dependabot[bot],
9234,build(deps): Bump the playwright group with 3 updates,closed,2025-12-01T05:30:11Z,2025-12-01T19:38:39Z,2025-12-01T19:38:39Z,dependabot[bot],
9233,build(deps): Bump the storybook group with 7 updates,closed,2025-12-01T05:29:01Z,2025-12-01T20:19:36Z,2025-12-01T20:19:36Z,dependabot[bot],
9232,feat(PopoutWrapper): remove fixed prop,closed,2025-11-28T14:20:12Z,2025-12-01T12:04:51Z,2025-12-01T12:04:51Z,EldarMuhamethanov,
9231,test(useExternRef): fix ref,closed,2025-11-28T13:50:36Z,2025-12-01T07:22:18Z,2025-12-01T07:22:18Z,SevereCloud,
9230,fix: useFocusWithin ref in render,closed,2025-11-28T13:10:43Z,2025-12-01T07:22:27Z,2025-12-01T07:22:27Z,SevereCloud,
9229,chore: Deduplicate dependencies on master,closed,2025-11-28T09:25:29Z,2025-11-28T11:31:16Z,2025-11-28T11:31:16Z,vkcom-publisher,
9228,patch(v7): cherry-pick Dependabot PR's by master,closed,2025-11-28T09:22:35Z,2025-11-28T11:30:54Z,2025-11-28T11:30:54Z,inomdzhon,
9227,test: useConfigProvider renderHook,closed,2025-11-27T15:49:59Z,2025-11-28T10:52:22Z,2025-11-28T10:52:22Z,SevereCloud,
9226,fix: rm useEventListener,closed,2025-11-27T14:50:53Z,2025-12-01T07:22:45Z,2025-12-01T07:22:45Z,SevereCloud,
9225,fix: useRestoreFocus react compiler,closed,2025-11-27T12:52:09Z,2025-11-27T14:52:31Z,2025-11-27T14:52:31Z,SevereCloud,
9224,fix: useExternRef use state,closed,2025-11-27T12:34:44Z,2025-11-28T10:52:30Z,2025-11-28T10:52:30Z,SevereCloud,
9223,build(deps-dev): Update glob to 10.5.0,closed,2025-11-27T11:17:27Z,2025-11-28T08:24:10Z,2025-11-28T08:24:10Z,SevereCloud,
9222,fix: callMultiple for react compiler,closed,2025-11-27T11:01:07Z,2025-11-28T10:52:47Z,2025-11-28T10:52:47Z,SevereCloud,
9221,build(deps): Bump node-forge from 1.3.1 to 1.3.2,closed,2025-11-26T22:13:03Z,2025-11-27T07:58:24Z,2025-11-27T07:58:24Z,dependabot[bot],
9220,fix(Clickable): react compiler,closed,2025-11-26T09:51:32Z,2025-11-26T15:20:06Z,2025-11-26T15:20:06Z,SevereCloud,
9219,fix(ChipsInputBase): add autoFocus to input props,closed,2025-11-26T09:46:02Z,2025-11-26T12:13:25Z,2025-11-26T12:13:26Z,EldarMuhamethanov,
9218,test(useAccordionContext): renderHook,closed,2025-11-26T09:18:41Z,2025-11-26T15:00:54Z,2025-11-26T15:00:54Z,SevereCloud,
